date,value
1988/3/16,2555
1988/3/17,2581.3
1988/3/18,2607.6001
1988/3/21,2602.8
1988/3/22,2594.8
1988/3/23,2561.8999
1988/3/24,2546.3999
1988/3/25,2501.3999
1988/3/28,2466.8
1988/3/29,2521.6001
1988/3/30,2528.8999
1988/3/31,2544
1988/4/6,2556.6001
1988/4/7,2623.1001
1988/4/8,2619.8999
1988/4/11,2651
1988/4/12,2635.8999
1988/4/13,2671.2
1988/4/14,2684.1001
1988/4/15,2599
1988/4/18,2552
1988/4/19,2593.8999
1988/4/20,2578.3999
1988/4/21,2552.7
1988/4/22,2591.3999
1988/4/25,2623.8
1988/4/26,2586
1988/4/27,2592
1988/4/28,2588.1001
1988/4/29,2602.8999
1988/5/2,2589.8999
1988/5/3,2602.6001
1988/5/4,2641.1001
1988/5/5,2577.8999
1988/5/6,2571.7
1988/5/9,2584
1988/5/10,2563
1988/5/11,2534.3999
1988/5/12,2508.8999
1988/5/13,2532.6001
1988/5/16,2538
1988/5/17,2533.6001
1988/5/18,2533.3
1988/5/19,2506.8
1988/5/20,2491.2
1988/5/23,2490.2
1988/5/24,2516.2
1988/5/25,2528
1988/5/26,2520.5
1988/5/27,2513.7
1988/5/30,2488.8999
1988/5/31,2496.7
1988/6/1,2516.2
1988/6/2,2546.8
1988/6/3,2568.3
1988/6/6,2590.3999
1988/6/7,2587
1988/6/8,2609
1988/6/9,2640.8
1988/6/10,2647.3999
1988/6/14,2672.7
1988/6/15,2699.6001
1988/6/16,2693.5
1988/6/17,2718
1988/6/20,2719
1988/6/21,2683.6001
1988/6/22,2703.7
1988/6/23,2712.2
1988/6/24,2707.6001
1988/6/27,2689.7
1988/6/28,2661.5
1988/6/29,2648.2
1988/6/30,2671.5
1988/7/1,2684.6001
1988/7/4,2687.6001
1988/7/5,2681.8999
1988/7/6,2737.5
1988/7/7,2759.6001
1988/7/8,2752.8999
1988/7/11,2759.6001
1988/7/12,2772.5
1988/7/13,2744.8999
1988/7/14,2753
1988/7/15,2740.7
1988/7/18,2711.3999
1988/7/19,2677.8
1988/7/20,2697.5
1988/7/21,2687.3999
1988/7/22,2661.8
1988/7/25,2647.3999
1988/7/26,2655.6001
1988/7/27,2665.2
1988/7/28,2663.5
1988/7/29,2678.8999
1988/8/1,2703.3999
1988/8/2,2701.1001
1988/8/3,2692.6001
1988/8/4,2677.3999
1988/8/5,2671.2
1988/8/8,2659.1001
1988/8/9,2634
1988/8/10,2579.3999
1988/8/11,2595.3
1988/8/12,2600.8999
1988/8/15,2600.6001
1988/8/16,2589.3999
1988/8/17,2594.7
1988/8/18,2571.3999
1988/8/19,2579.8
1988/8/22,2564.1001
1988/8/23,2532.1001
1988/8/24,2520.3
1988/8/25,2520.8999
1988/8/26,2464.8
1988/8/30,2439.6001
1988/8/31,2443.8
1988/9/1,2433.3
1988/9/2,2449.8999
1988/9/5,2508.2
1988/9/6,2502.1001
1988/9/7,2525.1001
1988/9/8,2508.5
1988/9/9,2496.6001
1988/9/12,2468.8999
1988/9/13,2473.6001
1988/9/14,2481.6001
1988/9/15,2474.1001
1988/9/16,2458.8
1988/9/19,2447.6001
1988/9/20,2423.2
1988/9/21,2432
1988/9/22,2455.8
1988/9/23,2454.3999
1988/9/27,2466.3
1988/9/28,2449.8
1988/9/29,2439.3999
1988/9/30,2441
1988/10/3,2429.1001
1988/10/4,2415.8
1988/10/5,2417.3999
1988/10/6,2427
1988/10/7,2478.8999
1988/10/10,2566.3999
1988/10/11,2571.6001
1988/10/12,2551.8999
1988/10/13,2561.8
1988/10/14,2593
1988/10/17,2593.6001
1988/10/18,2590.3999
1988/10/20,2584
1988/10/21,2581.7
1988/10/24,2562.5
1988/10/25,2584.5
1988/10/26,2610.6001
1988/10/27,2617.3
1988/10/28,2614.5
1988/10/31,2627.3999
1988/11/1,2615.3999
1988/11/2,2607.8
1988/11/3,2584.5
1988/11/4,2584.5
1988/11/7,2567
1988/11/8,2587
1988/11/9,2583
1988/11/10,2577
1988/11/11,2583.7
1988/11/14,2538
1988/11/15,2568.6001
1988/11/16,2566.8999
1988/11/17,2568.8
1988/11/18,2581.2
1988/11/21,2581.8999
1988/11/22,2598.8
1988/11/23,2633.7
1988/11/24,2666
1988/11/25,2656.1001
1988/11/28,2625.1001
1988/11/29,2632.7
1988/11/30,2659.3
1988/12/1,2668
1988/12/2,2667.3
1988/12/5,2671.2
1988/12/6,2676.6001
1988/12/7,2690.3
1988/12/8,2680.2
1988/12/9,2671.3999
1988/12/12,2665.8999
1988/12/13,2651.8999
1988/12/14,2642.1001
1988/12/15,2627.2
1988/12/16,2629.1001
1988/12/19,2611.8
1988/12/20,2608
1988/12/21,2633.1001
1988/12/22,2642.7
1988/12/23,2656.6001
1988/12/28,2696.3999
1988/12/29,2692.3999
1988/12/30,2687.3999
1989/1/3,2706.7
1989/1/4,2736.8
1989/1/5,2758.5
1989/1/6,2766.7
1989/1/9,2792.3
1989/1/10,2832.3999
1989/1/11,2872.5
1989/1/12,2879.3
1989/1/13,2844
1989/1/16,2856.7
1989/1/17,2896.7
1989/1/18,2913.1001
1989/1/19,2909.7
1989/1/20,2897.8999
1989/1/23,2897.5
1989/1/24,2901
1989/1/25,2900.7
1989/1/26,2910.6001
1989/1/27,2957
1989/1/30,3036.5
1989/1/31,3072.8999
1989/2/1,3060.8999
1989/2/2,3059.5
1989/2/3,3106
1989/2/9,3210
1989/2/10,3184.2
1989/2/13,3153.7
1989/2/14,3100
1989/2/15,3100.8999
1989/2/16,3081.1001
1989/2/17,3106.3
1989/2/20,3159.8
1989/2/21,3150.6001
1989/2/22,3161.6001
1989/2/23,3125.2
1989/2/24,3114.2
1989/2/27,3064.2
1989/2/28,3012.7
1989/3/1,3037.1001
1989/3/2,3010.5
1989/3/3,3056.6001
1989/3/6,3059
1989/3/7,3080.7
1989/3/8,3058.7
1989/3/9,3062.8
1989/3/10,3046.8
1989/3/13,3029.8999
1989/3/14,3034.8
1989/3/15,3095.8999
1989/3/16,3150.8999
1989/3/17,3136.8999
1989/3/20,3046.7
1989/3/21,3056.3999
1989/3/22,3037.1001
1989/3/23,3049.6001
1989/3/28,3033
1989/3/29,3033
1989/3/30,2980.8
1989/3/31,3005
1989/4/3,2987.2
1989/4/4,2992
1989/4/6,3015.5
1989/4/7,3024.1001
1989/4/10,3021.3999
1989/4/11,3026
1989/4/12,3060.2
1989/4/13,3079.2
1989/4/14,3082.7
1989/4/17,3134
1989/4/18,3135.3999
1989/4/19,3164.1001
1989/4/20,3139.7
1989/4/21,3109.2
1989/4/24,3096
1989/4/25,3118.7
1989/4/26,3118.7
1989/4/27,3077.3
1989/4/28,3116
1989/5/1,3123.8999
1989/5/2,3156.3999
1989/5/3,3155.2
1989/5/4,3221.1001
1989/5/5,3262.8999
1989/5/8,3268.5
1989/5/9,3262.2
1989/5/10,3280.8999
1989/5/11,3285.1001
1989/5/12,3278.3999
1989/5/15,3309.6001
1989/5/16,3289.5
1989/5/17,3246.3999
1989/5/18,3277.6001
1989/5/19,3145.6001
1989/5/22,2806.6001
1989/5/23,3067.7
1989/5/24,3008.7
1989/5/25,2752.5
1989/5/26,2765.7
1989/5/29,2845
1989/5/30,2805.5
1989/5/31,2743.8999
1989/6/1,2690
1989/6/2,2675.3999
1989/6/5,2093.6001
1989/6/6,2149.7
1989/6/7,2224.7
1989/6/9,2268.3999
1989/6/12,2440.2
1989/6/13,2355.2
1989/6/14,2380.5
1989/6/15,2340
1989/6/16,2342.3999
1989/6/20,2337.7
1989/6/21,2272.5
1989/6/22,2231.8
1989/6/23,2219
1989/6/26,2266.6001
1989/6/27,2232.7
1989/6/28,2245.1001
1989/6/29,2275.3
1989/6/30,2273.8999
1989/7/3,2270.8
1989/7/4,2316.7
1989/7/5,2350.7
1989/7/6,2369.5
1989/7/7,2375.8999
1989/7/10,2439.2
1989/7/11,2485.8999
1989/7/12,2477.5
1989/7/13,2498.2
1989/7/14,2516.1001
1989/7/17,2502.6001
1989/7/18,2505.5
1989/7/19,2547.1001
1989/7/20,2543.1001
1989/7/21,2495.7
1989/7/24,2482.5
1989/7/25,2517
1989/7/26,2489
1989/7/27,2493.7
1989/7/28,2526.8
1989/7/31,2571.1001
1989/8/1,2579
1989/8/2,2582.8
1989/8/3,2634.6001
1989/8/4,2579.1001
1989/8/7,2563.8
1989/8/8,2607.8999
1989/8/9,2627.3
1989/8/10,2608.7
1989/8/11,2613.3999
1989/8/14,2640.3999
1989/8/15,2638.2
1989/8/16,2635.8999
1989/8/17,2617
1989/8/18,2573.2
1989/8/21,2528.8
1989/8/22,2543.6001
1989/8/23,2521.3999
1989/8/24,2499.1001
1989/8/25,2516.8
1989/8/29,2487
1989/8/30,2505.3999
1989/8/31,2508.6001
1989/9/1,2508.8999
1989/9/4,2550.3
1989/9/5,2572.3999
1989/9/6,2577
1989/9/7,2583.2
1989/9/8,2620.6001
1989/9/11,2614.6001
1989/9/12,2610.2
1989/9/13,2592.1001
1989/9/14,2612.8
1989/9/18,2648.2
1989/9/19,2628.3
1989/9/20,2631.2
1989/9/21,2665.8
1989/9/22,2706.3999
1989/9/25,2738.7
1989/9/26,2725.3999
1989/9/27,2712.6001
1989/9/28,2755.3
1989/9/29,2758.2
1989/10/2,2746.7
1989/10/3,2786.7
1989/10/4,2794
1989/10/5,2803.2
1989/10/6,2826.2
1989/10/10,2844
1989/10/11,2807.8
1989/10/12,2793.5
1989/10/13,2782.3
1989/10/16,2601.7
1989/10/17,2695.8999
1989/10/18,2628.6001
1989/10/19,2663.3999
1989/10/20,2704
1989/10/23,2732.2
1989/10/24,2732
1989/10/25,2706.6001
1989/10/26,2691.2
1989/10/27,2668
1989/10/30,2680.3
1989/10/31,2725.3
1989/11/1,2721.7
1989/11/2,2711.8999
1989/11/3,2739.8
1989/11/6,2756.1001
1989/11/7,2738.1001
1989/11/8,2731.1001
1989/11/9,2781.3999
1989/11/10,2776.8999
1989/11/13,2766.3
1989/11/14,2779.6001
1989/11/15,2799.6001
1989/11/16,2789.5
1989/11/17,2804.3
1989/11/20,2820.3
1989/11/21,2817.2
1989/11/22,2812
1989/11/23,2800.7
1989/11/24,2808.5
1989/11/27,2777.1001
1989/11/28,2760
1989/11/29,2751.5
1989/11/30,2748.3999
1989/12/1,2756.8999
1989/12/4,2767.5
1989/12/5,2764.3999
1989/12/6,2756.3999
1989/12/7,2770
1989/12/8,2754.1001
1989/12/11,2763.3
1989/12/12,2809.6001
1989/12/13,2851.8
1989/12/14,2876.8
1989/12/15,2896.6001
1989/12/18,2900.2
1989/12/19,2879.3999
1989/12/20,2868.3999
1989/12/21,2867.6001
1989/12/22,2921
1989/12/27,2929.3
1989/12/28,2895.3999
1989/12/29,2836.6001
1990/1/2,2838.1001
1990/1/3,2858.7
1990/1/4,2868
1990/1/5,2839.8999
1990/1/8,2816
1990/1/9,2822
1990/1/10,2868
1990/1/11,2855
1990/1/12,2835
1990/1/15,2788.6001
1990/1/16,2751.8
1990/1/17,2754.8
1990/1/18,2771.7
1990/1/19,2776.3
1990/1/22,2771.7
1990/1/23,2762.5
1990/1/24,2756.3999
1990/1/25,2768.8999
1990/1/30,2760.8
1990/1/31,2751.6001
1990/2/1,2738.2
1990/2/2,2736.6001
1990/2/5,2756.6001
1990/2/6,2792
1990/2/7,2844.8
1990/2/8,2903.8
1990/2/9,2893.8999
1990/2/12,2894.7
1990/2/13,2863.6001
1990/2/14,2870.3999
1990/2/15,2910
1990/2/16,2939.3
1990/2/19,2968
1990/2/20,2980
1990/2/21,2862.3
1990/2/22,2927.8999
1990/2/23,2894.3
1990/2/26,2872.6001
1990/2/27,2932.6001
1990/2/28,2952
1990/3/1,2933.1001
1990/3/2,2937
1990/3/5,2938
1990/3/6,2933
1990/3/7,2926
1990/3/8,2915
1990/3/9,2912
1990/3/12,2892
1990/3/13,2887
1990/3/14,2881
1990/3/15,2892
1990/3/16,2886
1990/3/19,2871
1990/3/20,2880
1990/3/21,2926
1990/3/22,2948
1990/3/23,2974
1990/3/26,3014
1990/3/27,3010
1990/3/28,2990
1990/3/29,3000
1990/3/30,2997
1990/4/2,2934
1990/4/3,2962
1990/4/4,2960
1990/4/6,2956
1990/4/9,2954
1990/4/10,2942
1990/4/11,2959
1990/4/12,2995
1990/4/17,3020
1990/4/18,3052
1990/4/19,3067
1990/4/20,3067
1990/4/23,3056
1990/4/24,3015
1990/4/25,3018
1990/4/26,3009
1990/4/27,2986
1990/4/30,2951
1990/5/1,2945
1990/5/2,2957
1990/5/3,2954
1990/5/4,2946
1990/5/7,2958
1990/5/8,2953
1990/5/9,2942
1990/5/10,2985
1990/5/11,2960
1990/5/14,2976
1990/5/15,2965
1990/5/16,2948
1990/5/17,2917
1990/5/18,2925
1990/5/21,2930
1990/5/22,2970
1990/5/23,3028
1990/5/24,3048
1990/5/25,3059
1990/5/29,3048
1990/5/30,3083
1990/5/31,3132
1990/6/1,3159
1990/6/4,3153
1990/6/5,3159
1990/6/6,3172
1990/6/7,3145
1990/6/8,3174
1990/6/11,3154
1990/6/12,3203
1990/6/13,3184
1990/6/14,3191
1990/6/15,3201
1990/6/19,3229
1990/6/20,3234
1990/6/21,3246
1990/6/22,3250
1990/6/25,3276
1990/6/26,3292
1990/6/27,3284
1990/6/28,3273
1990/6/29,3278
1990/7/2,3319
1990/7/3,3356
1990/7/4,3363
1990/7/5,3356
1990/7/6,3357
1990/7/9,3385
1990/7/10,3408
1990/7/11,3440
1990/7/12,3468
1990/7/13,3507
1990/7/16,3488
1990/7/17,3463
1990/7/18,3528
1990/7/19,3523
1990/7/20,3540
1990/7/23,3559
1990/7/24,3495
1990/7/25,3520
1990/7/26,3483
1990/7/27,3485
1990/7/30,3445
1990/7/31,3438
1990/8/1,3468
1990/8/2,3415
1990/8/3,3356
1990/8/6,3107
1990/8/7,3098
1990/8/8,3145
1990/8/9,3091
1990/8/10,3078
1990/8/13,3040
1990/8/14,3067
1990/8/15,3178
1990/8/16,3183
1990/8/17,3122
1990/8/20,3052
1990/8/21,3040
1990/8/22,2954
1990/8/23,2871
1990/8/24,2918
1990/8/28,3078
1990/8/29,3015
1990/8/30,3064
1990/8/31,3087
1990/9/3,3066
1990/9/4,3054
1990/9/5,3039
1990/9/6,3032
1990/9/7,3047
1990/9/10,3087
1990/9/11,3083
1990/9/12,3105
1990/9/13,3093
1990/9/14,3062
1990/9/17,3019
1990/9/18,2996
1990/9/19,2980
1990/9/20,2984
1990/9/21,2931
1990/9/24,2861
1990/9/25,2807
1990/9/26,2778
1990/9/27,2767
1990/9/28,2760
1990/10/1,2791
1990/10/2,2905
1990/10/3,2862
1990/10/5,2850
1990/10/8,2925
1990/10/9,2913
1990/10/10,2872
1990/10/11,2884
1990/10/12,2915
1990/10/15,2916
1990/10/16,2949
1990/10/17,2958
1990/10/18,2950
1990/10/19,2991
1990/10/22,3015
1990/10/23,3081
1990/10/24,3042
1990/10/25,3050
1990/10/29,3063
1990/10/30,3011
1990/10/31,2990
1990/11/1,2968
1990/11/2,2978
1990/11/5,2967
1990/11/6,2966
1990/11/7,2955
1990/11/8,2932
1990/11/9,2932
1990/11/12,2949
1990/11/13,2998
1990/11/14,3006
1990/11/15,2990
1990/11/16,3008
1990/11/19,3042
1990/11/20,3031
1990/11/21,3013
1990/11/22,3023
1990/11/23,3016
1990/11/26,2995
1990/11/27,2998
1990/11/28,2986
1990/11/29,2978
1990/11/30,2965
1990/12/3,3020
1990/12/4,3020
1990/12/5,3066
1990/12/6,3126
1990/12/7,3163
1990/12/10,3149
1990/12/11,3144
1990/12/12,3160
1990/12/13,3150
1990/12/14,3125
1990/12/17,3051
1990/12/18,3066
1990/12/19,3083
1990/12/20,3078
1990/12/21,3079
1990/12/24,3060
1990/12/27,3066
1990/12/28,3057
1990/12/31,3024
1991/1/2,3031
1991/1/3,3004
1991/1/4,3046
1991/1/7,3026
1991/1/8,3009
1991/1/9,3027
1991/1/10,3035
1991/1/11,3058
1991/1/14,3037
1991/1/15,3000
1991/1/16,2984
1991/1/17,3087
1991/1/18,3072
1991/1/21,3066
1991/1/22,3062
1991/1/23,3090
1991/1/24,3140
1991/1/25,3206
1991/1/28,3198
1991/1/29,3192
1991/1/30,3200
1991/1/31,3243
1991/2/1,3223
1991/2/4,3250
1991/2/5,3345
1991/2/6,3365
1991/2/7,3333
1991/2/8,3359
1991/2/11,3394
1991/2/12,3395
1991/2/13,3412
1991/2/18,3473
1991/2/19,3467
1991/2/20,3492
1991/2/21,3477
1991/2/22,3475
1991/2/25,3520
1991/2/26,3532
1991/2/27,3512
1991/2/28,3552
1991/3/1,3552
1991/3/4,3564
1991/3/5,3600
1991/3/6,3647
1991/3/7,3658
1991/3/8,3653
1991/3/11,3669
1991/3/12,3658
1991/3/13,3634
1991/3/14,3627
1991/3/15,3722
1991/3/18,3724
1991/3/19,3751
1991/3/20,3683
1991/3/21,3661
1991/3/22,3716
1991/3/25,3720
1991/3/26,3683
1991/3/27,3691
1991/3/28,3745
1991/4/2,3789
1991/4/3,3869
1991/4/4,3849
1991/4/8,3812
1991/4/9,3757
1991/4/10,3777
1991/4/11,3703
1991/4/12,3742
1991/4/15,3714
1991/4/16,3717
1991/4/17,3687
1991/4/18,3699
1991/4/19,3667
1991/4/22,3582
1991/4/23,3569
1991/4/24,3605
1991/4/25,3594
1991/4/26,3625
1991/4/29,3624
1991/4/30,3588
1991/5/1,3631
1991/5/2,3726
1991/5/3,3737
1991/5/6,3704
1991/5/7,3741
1991/5/8,3747
1991/5/9,3744
1991/5/10,3750
1991/5/13,3767
1991/5/14,3785
1991/5/15,3789
1991/5/16,3859
1991/5/17,3882
1991/5/20,3917
1991/5/21,3829
1991/5/22,3826
1991/5/23,3778
1991/5/24,3703
1991/5/27,3575
1991/5/28,3594
1991/5/29,3625
1991/5/30,3679
1991/5/31,3707
1991/6/3,3688
1991/6/4,3667
1991/6/5,3690
1991/6/6,3678
1991/6/7,3637
1991/6/10,3621
1991/6/11,3631
1991/6/12,3627
1991/6/13,3632
1991/6/14,3639
1991/6/19,3626
1991/6/20,3593
1991/6/21,3565
1991/6/24,3569
1991/6/25,3604
1991/6/26,3634
1991/6/27,3629
1991/6/28,3668
1991/7/1,3738
1991/7/2,3772
1991/7/3,3796
1991/7/4,3850
1991/7/5,3892
1991/7/8,3880
1991/7/9,3904
1991/7/10,3901
1991/7/11,3892
1991/7/12,3915
1991/7/15,3945
1991/7/16,3997
1991/7/17,3962
1991/7/18,3976
1991/7/19,4009
1991/7/22,3988
1991/7/23,4009
1991/7/24,4028
1991/7/25,4012
1991/7/26,4031
1991/7/29,4016
1991/7/30,3991
1991/7/31,4009
1991/8/1,4030
1991/8/2,4059
1991/8/5,4063
1991/8/6,4021
1991/8/7,4061
1991/8/8,4046
1991/8/9,4024
1991/8/12,4070
1991/8/13,4052
1991/8/14,4079
1991/8/15,4073
1991/8/16,4063
1991/8/19,3722
1991/8/20,3848
1991/8/21,3863
1991/8/22,4045
1991/8/23,4021
1991/8/27,3981
1991/8/28,3968
1991/8/29,3960
1991/8/30,3998
1991/9/2,4023
1991/9/3,4025
1991/9/4,4006
1991/9/5,3990
1991/9/6,3970
1991/9/9,3940
1991/9/10,3959
1991/9/11,3966
1991/9/12,3970
1991/9/13,3974
1991/9/16,3953
1991/9/17,3938
1991/9/18,3900
1991/9/19,3863
1991/9/20,3910
1991/9/24,3904
1991/9/25,3901
1991/9/26,3927
1991/9/27,3938
1991/9/30,3956.7
1991/10/1,4023.8999
1991/10/2,4062.1001
1991/10/3,4093.3999
1991/10/4,4067.7
1991/10/7,4060.3999
1991/10/8,4066.8999
1991/10/9,4076.3999
1991/10/10,4056.2
1991/10/11,4018
1991/10/14,4022.2
1991/10/15,4033.8
1991/10/17,4018.3999
1991/10/18,4015.8999
1991/10/21,3998.7
1991/10/22,3981.7
1991/10/23,4021.3999
1991/10/24,3989.3
1991/10/25,3971.8999
1991/10/28,3988.6001
1991/10/29,4000.1001
1991/10/30,4020
1991/10/31,4038.7
1991/11/1,4037.8
1991/11/4,4083
1991/11/5,4146.5
1991/11/6,4173.6001
1991/11/7,4184.7002
1991/11/8,4236.6001
1991/11/11,4230.8999
1991/11/12,4253
1991/11/13,4240.2998
1991/11/14,4211.2998
1991/11/15,4271.2998
1991/11/18,4198.2002
1991/11/19,4261.2002
1991/11/20,4200.8999
1991/11/21,4234.6001
1991/11/22,4243.1001
1991/11/25,4220.7002
1991/11/26,4202.1001
1991/11/27,4179.2998
1991/11/28,4145.6001
1991/11/29,4149.7998
1991/12/2,4094.3999
