age
37
37
62
30
49
30
31
13
13
35
48
26
9
40
38
28
23
20
75
34
42
31
56
54
26
33
-1
49
25
59
40
54
68
47
29
-1
39
33
24
28
31
43
23
24
23
29
26
37
50
45
28
26
39
38
42
28
26
65
74
19
22
52
-1
86
-1
36
38
40
19
14
41
6
43
24
-1
59
19
26
29
29
20
29
58
39
39
36
28
26
21
61
75
29
25
35
54
45
26
24
35
52
31
26
29
28
23
31
54
27
35
74
36
46
29
38
34
38
34
37
21
26
40
32
40
48
42
44
53
25
78
-1
-1
34
46
30
33
20
57
35
33
41
63
46
29
27
36
51
58
24
48
72
21
27
31
33
65
22
40
53
39
45
12
31
30
27
31
24
28
37
21
24
21
36
36
33
30
31
85
25
13
37
45
28
44
30
35
31
34
61
32
38
20
34
52
-1
27
36
52
45
34
27
37
-1
27
49
36
30
53
20
34
39
28
37
28
25
-1
74
19
8
62
36
19
49
-1
45
24
39
36
11
31
27
41
35
21
48
30
21
34
30
31
35
24
18
-1
56
29
11
31
28
36
28
62
21
-1
24
48
49
47
25
25
45
30
54
24
36
37
32
21
46
80
55
88
39
33
32
35
31
4
20
24
29
-1
24
26
36
39
34
21
26
79
34
42
79
54
23
82
52
27
53
50
-1
32
24
39
27
23
63
19
19
34
6
27
29
45
36
37
26
46
-1
62
57
47
30
38
27
53
34
52
40
30
31
21
48
52
25
30
2
51
36
-1
26
28
26
28
25
24
43
22
-1
41
81
27
40
34
29
31
35
25
36
-1
31
31
40
62
60
60
30
30
30
18
-1
37
50
31
24
23
21
32
59
52
25
42
34
35
2
40
37
30
30
35
23
20
38
31
74
38
45
33
54
35
-1
24
28
60
40
29
26
39
31
9
45
22
63
31
26
24
29
48
27
35
25
30
47
45
55
35
53
43
51
49
43
51
29
-1
-1
31
58
37
46
31
20
-1
22
29
30
56
35
29
-1
38
36
33
22
27
23
34
-1
45
44
-1
25
25
26
9
25
42
36
27
28
29
20
7
12
13
3
19
45
38
-1
20
25
32
68
27
55
68
48
29
53
27
63
47
41
31
37
33
37
59
44
24
7
5
34
21
25
31
27
32
63
23
23
20
24
-1
27
31
27
50
30
35
33
42
80
32
45
41
17
30
72
23
21
20
34
32
42
19
31
37
50
41
45
21
43
32
31
26
57
56
34
32
35
44
59
27
36
33
47
34
38
38
57
29
-1
39
18
43
35
29
45
31
35
76
52
31
33
14
13
25
12
50
43
62
22
28
34
36
35
40
64
57
5
15
40
27
33
37
36
45
21
92
34
24
36
18
36
30
50
35
35
30
81
26
63
41
31
28
21
56
-1
49
31
9
28
43
25
32
27
19
18
19
44
39
60
29
39
21
26
25
-1
36
28
32
31
36
24
20
29
33
70
29
2
77
35
40
32
-1
-1
-1
24
24
43
15
54
44
48
48
32
-1
22
41
75
35
32
52
28
30
35
32
26
35
29
15
27
28
38
24
7
50
75
44
46
-1
29
30
49
24
34
24
27
61
33
39
57
84
28
12
32
86
31
42
-1
34
34
46
21
29
-1
38
14
24
25
-1
72
53
61
31
-1
35
42
42
26
27
32
35
42
32
58
-1
25
24
31
26
30
33
57
47
19
21
31
31
35
22
41
32
42
31
29
-1
26
19
26
26
36
-1
54
42
28
54
46
38
45
31
29
28
55
33
34
-1
27
52
42
64
31
39
40
25
-1
38
46
19
18
34
33
84
17
36
23
32
35
29
14
36
42
52
39
21
19
25
22
32
36
-1
19
62
35
40
27
3
60
27
48
32
32
69
40
-1
51
61
32
20
30
36
-1
28
-1
63
-1
28
26
26
45
-1
39
-1
28
36
25
32
33
34
31
53
26
-1
32
56
59
21
23
30
30
32
25
25
25
29
28
24
23
28
25
50
35
44
-1
-1
-1
-1
29
31
27
30
25
29
60
47
20
38
28
46
29
23
47
22
25
31
58
36
22
41
42
26
78
48
27
24
74
44
49
37
41
69
33
53
-1
27
27
-1
36
58
24
-1
36
34
45
24
-1
40
20
-1
31
25
40
42
75
43
-1
32
21
-1
36
-1
60
33
32
-1
45
34
25
24
48
-1
32
39
36
24
25
23
22
31
31
45
35
24
36
-1
28
52
30
27
34
59
57
43
50
-1
27
33
-1
27
25
22
40
33
67
26
43
81
-1
27
23
21
-1
36
42
54
37
31
41
37
52
45
50
32
27
27
32
42
38
30
30
31
54
39
26
39
21
41
45
37
27
35
-1
29
39
33
45
33
32
47
32
-1
28
31
19
18
28
-1
38
28
34
25
27
45
61
35
36
24
25
64
38
35
27
27
30
38
34
28
58
45
31
29
21
23
37
34
30
-1
38
40
35
24
25
40
61
40
36
23
36
37
46
32
29
24
64
32
23
53
47
34
23
40
25
45
34
20
26
33
53
26
22
34
30
26
-1
21
33
20
34
28
25
-1
31
33
23
42
48
44
28
38
27
-1
33
22
-1
29
22
25
28
27
29
25
-1
30
27
26
51
27
40
26
26
32
27
35
38
34
53
60
50
25
18
25
26
26
31
26
37
41
68
35
26
57
42
38
24
33
26
25
27
-1
23
31
48
45
31
25
45
27
36
48
18
23
19
17
22
44
15
63
28
27
31
40
56
22
20
74
37
22
35
64
23
29
45
52
34
76
33
71
50
58
24
36
47
51
27
55
44
27
36
49
70
26
25
29
29
49
36
20
25
18
16
74
28
-1
40
36
21
17
35
16
37
37
38
20
30
41
54
47
44
29
27
28
55
16
20
45
1
26
27
-1
37
60
28
83
75
65
31
51
19
35
40
48
44
39
34
29
30
40
74
26
26
54
33
42
46
37
4
-1
34
31
32
19
-1
48
39
49
57
29
73
10
33
74
36
10
29
32
26
23
23
18
89
25
39
-1
22
50
40
39
6
6
46
28
28
21
39
25
42
42
20
32
23
44
46
24
26
53
22
74
55
22
27
2
-1
25
40
27
-1
31
30
45
48
27
41
-1
-1
58
24
41
40
63
28
25
25
27
30
-1
32
33
34
24
24
24
18
11
37
18
18
56
33
32
57
81
43
52
37
30
45
25
30
22
22
27
33
51
55
44
20
47
24
18
18
21
17
38
41
25
26
35
31
22
21
51
38
68
20
43
53
44
27
19
26
41
26
60
32
28
44
32
63
10
37
20
35
50
-1
34
45
34
48
46
51
3
49
19
31
35
25
62
-1
23
22
23
41
27
29
22
32
55
48
46
53
38
26
32
15
25
20
27
32
45
10
46
59
18
22
49
19
73
-1
45
30
34
41
40
41
20
26
59
36
26
64
14
42
34
64
25
40
30
32
23
38
49
47
26
39
67
53
52
25
83
83
27
22
44
36
50
15
25
38
38
44
22
-1
30
28
23
49
76
31
44
18
48
66
32
11
37
44
28
59
19
16
31
41
27
34
31
37
26
26
29
30
17
26
25
26
82
27
39
40
44
25
9
7
19
38
29
40
30
22
23
73
19
64
31
44
34
21
29
42
18
45
51
34
32
24
31
15
23
-1
-1
27
47
36
-1
43
43
49
33
77
35
46
28
34
23
81
24
61
28
43
27
57
63
39
45
54
52
42
28
68
16
18
62
28
28
39
64
22
42
29
45
30
54
16
17
25
89
51
43
64
54
36
46
50
55
42
4
34
24
27
7
3
44
24
40
24
28
-1
40
50
23
14
33
50
25
42
28
20
64
34
17
34
39
35
42
40
24
43
49
38
58
49
15
54
44
27
36
64
56
27
27
23
33
57
33
43
35
15
64
21
55
55
26
5
35
24
19
34
26
34
23
24
11
26
36
24
30
33
39
50
-1
17
36
35
42
20
32
5
56
30
25
70
-1
-1
38
-1
35
-1
28
44
52
58
44
40
38
32
27
31
52
39
41
40
24
44
30
22
23
70
28
28
22
61
37
30
40
8
46
47
23
51
57
22
30
6
29
16
41
53
17
36
22
51
36
38
41
38
36
35
11
37
61
54
28
16
54
53
55
9
38
34
31
48
30
-1
26
31
57
31
23
56
45
45
11
45
35
23
21
31
19
28
23
35
30
32
68
54
48
20
54
25
39
32
29
-1
54
43
62
29
45
37
-1
39
52
36
30
28
19
31
44
24
-1
19
50
17
82
75
24
22
35
20
30
34
36
68
42
16
29
36
53
16
59
16
26
53
32
55
42
22
21
19
17
23
40
50
61
57
27
25
28
2
30
26
23
30
28
38
15
44
38
55
41
38
17
41
38
25
61
47
33
24
31
23
34
38
24
20
33
58
33
29
87
26
32
26
44
27
49
40
44
31
42
3
37
-1
28
23
41
38
44
29
12
38
23
-1
41
38
31
59
67
46
19
34
13
49
30
23
26
27
40
59
24
19
32
8
43
29
34
25
31
39
-1
29
32
-1
44
26
53
-1
31
-1
60
46
36
53
19
29
22
27
34
43
-1
28
82
47
27
12
28
30
26
26
49
25
76
31
57
56
27
22
25
44
52
51
20
24
28
30
31
23
-1
32
26
36
27
-1
53
-1
-1
22
-1
-1
34
13
26
51
18
43
34
27
29
-1
-1
-1
64
39
29
31
-1
32
12
22
45
22
26
44
69
24
52
46
30
45
-1
30
62
57
33
15
40
34
28
45
25
49
23
53
58
50
33
53
54
34
63
48
18
31
27
17
27
33
28
43
38
35
38
62
28
25
26
57
23
55
28
72
12
72
26
27
26
36
25
26
35
25
12
47
5
57
31
33
42
54
60
42
36
79
51
-1
34
22
30
64
26
27
23
33
35
-1
18
26
60
29
-1
32
26
18
25
27
22
58
50
41
20
20
65
31
27
29
20
34
32
55
32
46
27
35
28
30
37
26
-1
15
52
37
19
35
29
24
25
43
60
16
21
-1
52
22
46
31
31
34
44
67
32
-1
29
35
34
24
28
38
49
27
22
52
10
35
30
20
-1
17
24
34
26
36
40
-1
26
42
34
21
58
37
39
53
30
30
41
58
28
35
45
63
45
46
35
6
20
67
35
26
26
50
39
46
40
39
22
17
47
20
63
23
26
41
55
22
-1
57
21
37
32
40
10
61
40
82
42
39
30
39
34
42
26
24
34
35
55
-1
84
21
37
56
27
33
48
42
27
19
23
36
22
21
47
29
13
34
26
29
42
29
32
78
67
34
27
27
41
33
19
26
18
51
19
28
39
40
47
28
35
33
34
41
20
50
33
35
50
20
27
77
60
26
36
36
69
26
27
22
22
24
27
19
23
68
36
27
42
-1
40
66
57
38
65
41
26
58
25
25
26
35
29
36
49
36
36
23
21
57
-1
10
13
30
23
48
24
39
60
29
32
23
24
44
23
61
29
33
38
36
22
32
43
38
72
40
57
35
37
12
24
10
66
33
44
42
31
22
49
68
12
39
26
26
19
44
23
44
36
36
34
-1
52
45
58
82
26
49
24
59
21
70
52
55
54
83
20
46
14
47
17
35
37
31
32
61
51
17
-1
20
60
80
38
35
14
26
25
17
34
60
41
29
43
2
47
61
27
35
25
43
21
44
38
41
20
49
25
39
39
35
48
52
27
64
14
29
-1
69
18
35
-1
32
41
-1
22
-1
32
29
-1
-1
38
25
-1
26
32
31
49
42
37
31
-1
21
27
55
26
26
53
39
33
-1
85
43
35
29
24
42
33
24
-1
46
35
39
39
37
44
24
25
48
28
33
23
41
31
45
51
72
90
42
43
30
-1
26
34
33
91
89
35
27
25
24
24
36
50
37
61
27
41
58
-1
19
-1
19
31
26
-1
44
39
26
-1
34
33
58
27
24
-1
32
44
-1
38
28
47
24
36
27
52
44
20
41
14
40
37
37
-1
54
41
61
43
23
-1
26
47
43
26
38
38
35
25
32
28
31
29
22
45
26
28
37
22
60
60
22
26
26
36
89
76
-1
34
30
34
63
25
27
12
48
25
26
25
31
22
30
-1
30
24
57
-1
34
35
56
42
11
16
26
85
47
80
31
52
51
70
3
45
30
67
13
41
30
21
38
25
52
63
32
23
49
39
38
40
44
34
32
58
46
91
40
49
37
18
42
33
26
16
43
44
47
65
34
31
25
37
33
-1
40
27
50
24
50
-1
28
72
24
43
30
31
3
28
44
-1
-1
38
-1
56
29
12
-1
57
42
33
42
38
24
9
36
21
44
48
83
68
28
61
45
84
22
20
40
24
12
56
50
32
39
44
18
32
49
67
36
34
38
43
48
38
29
21
32
51
33
70
20
19
47
41
42
41
63
51
22
23
13
26
43
36
33
-1
-1
43
31
36
-1
34
32
-1
51
43
30
35
42
36
-1
-1
23
31
49
71
50
30
71
-1
22
19
31
60
19
29
20
41
45
36
57
34
37
42
40
-1
47
24
23
24
31
30
93
26
34
39
-1
11
26
24
30
84
41
23
35
54
53
28
31
28
42
34
25
62
16
19
31
38
23
23
51
63
24
18
57
39
37
27
27
-1
27
63
37
42
-1
32
31
26
20
-1
15
84
47
48
48
-1
41
26
27
32
34
44
26
20
11
57
58
28
54
56
33
22
81
78
51
39
52
66
15
16
24
25
35
46
28
22
20
32
48
32
41
-1
49
32
53
67
27
32
38
39
54
67
48
25
20
22
36
84
13
9
38
17
44
31
62
59
39
-1
35
-1
39
16
20
31
11
45
19
39
34
40
44
32
54
31
44
31
37
51
24
25
48
26
23
17
25
-1
43
25
57
17
52
34
20
24
20
19
26
20
31
32
60
33
17
-1
44
2
32
29
35
8
4
-1
31
40
35
36
61
32
48
38
32
26
36
64
9
30
26
30
-1
-1
44
81
-1
10
56
30
38
26
33
32
25
49
26
27
14
44
34
23
38
21
72
21
32
19
30
33
29
36
70
68
24
20
53
22
73
67
47
18
30
38
18
12
51
18
47
21
20
41
52
29
-1
59
47
27
41
21
34
26
27
46
25
26
24
39
30
26
-1
44
21
59
53
28
34
29
37
20
57
29
26
40
42
24
28
17
25
44
18
24
47
26
61
20
26
22
53
29
23
63
52
46
20
64
25
47
37
50
10
58
23
21
46
45
27
8
27
26
56
73
14
26
44
31
-1
46
17
36
20
19
80
57
53
85
35
29
15
26
25
27
36
49
32
39
51
28
33
35
29
-1
30
31
31
51
35
51
19
34
26
54
25
25
33
24
25
29
20
53
59
37
34
25
34
57
36
39
35
14
20
35
31
38
72
32
40
30
29
30
23
-1
57
48
37
37
38
27
40
43
44
4
24
25
21
26
67
36
63
33
41
24
28
37
25
29
35
29
21
28
27
64
62
11
41
56
50
37
70
18
33
38
32
26
59
31
49
20
48
32
46
58
14
35
27
15
79
27
28
37
28
22
25
12
39
30
15
24
33
7
12
29
23
22
38
44
-1
52
40
29
12
-1
43
31
-1
35
49
33
27
51
40
29
26
44
54
24
20
42
18
39
30
31
37
43
24
23
55
53
40
22
56
40
31
17
19
22
37
30
30
37
27
14
31
18
34
39
36
26
17
22
23
31
27
30
34
34
24
49
39
41
24
25
20
34
-1
34
38
68
28
41
22
-1
-1
64
18
20
66
28
25
24
31
35
61
30
26
29
25
17
75
40
54
68
40
6
27
41
46
40
24
29
28
25
29
46
15
44
83
11
25
33
29
24
35
30
38
14
37
30
37
-1
52
43
24
57
30
24
60
54
-1
56
42
26
31
30
31
58
50
48
27
51
-1
59
40
21
41
58
26
39
39
26
-1
31
45
-1
27
34
40
67
41
10
14
55
34
80
41
40
20
28
57
20
-1
37
1
36
32
39
16
32
35
33
46
41
23
-1
25
30
24
49
23
37
45
31
50
26
29
-1
-1
34
46
36
27
17
11
35
14
14
-1
23
25
23
26
-1
73
33
27
20
11
8
50
54
41
41
30
28
33
60
49
32
46
29
64
31
20
35
35
30
32
34
39
29
88
35
41
43
53
26
33
31
10
23
42
22
31
27
84
65
61
23
34
30
33
42
41
28
37
29
39
25
27
7
22
47
20
67
50
24
22
17
49
45
36
30
38
63
42
30
79
28
12
11
35
25
45
36
33
-1
24
59
30
17
-1
32
22
50
20
21
26
37
50
46
39
24
12
32
28
30
28
39
24
43
32
28
41
30
36
31
12
49
28
48
29
35
-1
-1
36
37
77
28
38
-1
28
31
27
42
40
78
20
36
33
48
38
14
-1
48
30
25
51
26
27
35
47
24
80
34
24
34
23
35
20
21
42
25
38
17
18
16
41
14
14
45
29
26
14
37
3
9
27
60
44
18
55
23
42
31
53
48
39
26
33
13
26
45
28
44
52
32
28
-1
53
28
52
44
65
58
33
28
21
4
49
19
35
68
17
29
45
38
38
31
50
-1
44
44
21
27
63
42
32
34
46
25
-1
29
50
59
25
41
22
29
25
57
82
26
22
28
66
20
76
54
39
49
-1
63
41
80
41
24
34
25
49
25
39
11
39
28
41
23
38
32
36
45
25
38
28
2
62
38
35
25
26
37
25
25
43
22
40
42
59
35
25
30
27
21
68
5
52
25
29
19
28
44
68
54
26
30
35
28
19
55
29
30
36
15
30
43
54
57
41
87
30
32
32
26
24
30
28
23
32
58
65
45
17
38
49
27
23
26
83
21
26
-1
28
23
36
73
75
32
12
31
31
34
-1
32
37
43
28
18
27
-1
31
35
14
20
25
39
33
26
24
49
8
21
42
33
61
19
23
31
46
47
35
36
26
22
29
52
39
33
-1
45
-1
42
18
25
27
23
23
43
22
35
41
52
31
60
24
23
38
75
24
23
35
70
79
20
42
31
18
37
32
25
27
48
33
39
35
23
-1
48
16
26
26
4
37
44
32
37
45
45
29
80
33
20
96
19
23
39
75
31
20
16
-1
-1
-1
19
20
40
30
46
34
48
39
17
19
50
23
47
32
45
21
43
25
12
29
52
37
13
35
57
24
31
21
42
47
16
32
36
59
21
72
53
40
30
29
40
47
33
18
49
50
36
32
32
26
41
50
51
34
30
27
49
35
29
31
25
58
50
73
28
17
29
39
30
-1
37
-1
-1
45
44
12
38
42
-1
45
25
25
29
19
40
21
5
37
21
22
45
17
55
37
19
78
39
58
-1
23
28
21
43
12
39
7
37
30
17
-1
14
18
43
53
47
33
57
50
33
26
21
15
15
40
16
28
5
-1
58
27
41
-1
47
39
52
70
16
39
32
30
27
32
32
25
34
26
23
12
22
23
28
40
48
27
24
26
60
18
18
28
26
71
41
21
40
31
23
-1
23
22
25
27
24
-1
21
38
-1
32
30
17
61
38
27
27
32
34
60
56
41
22
-1
56
32
22
54
39
35
26
32
34
40
54
24
39
35
37
38
30
37
53
15
29
21
45
21
49
34
-1
20
33
-1
30
30
33
1
32
11
22
45
23
30
17
15
32
48
17
1
55
34
53
70
55
15
26
16
17
19
25
28
25
18
27
40
41
37
35
39
26
42
34
33
46
61
26
28
28
1
70
17
56
33
24
28
-1
29
40
46
22
26
45
-1
-1
18
28
21
30
27
39
30
31
36
54
52
41
37
50
34
19
31
30
30
27
60
37
21
-1
30
40
44
45
27
24
33
26
28
29
51
18
33
25
29
37
51
36
5
19
20
38
19
43
54
45
28
27
41
26
46
30
25
63
63
39
11
77
15
33
46
61
34
29
23
-1
12
45
41
37
45
55
32
29
39
33
40
27
62
43
17
37
36
52
44
24
43
40
38
46
23
28
47
53
15
-1
47
29
23
56
44
77
19
33
26
52
20
25
25
45
28
17
42
33
26
39
38
39
25
44
42
7
48
-1
85
27
20
36
53
31
39
26
23
32
29
77
27
68
38
25
22
28
31
40
30
33
54
41
23
38
41
19
48
31
63
38
55
41
41
53
26
42
27
18
26
57
11
16
22
47
46
82
50
46
28
33
-1
44
8
44
50
35
26
48
31
18
34
54
28
44
51
-1
14
20
-1
12
28
59
17
55
49
29
50
21
53
55
31
25
39
54
25
26
36
36
59
15
49
36
38
25
28
44
32
48
42
-1
33
73
31
41
7
77
29
45
42
24
33
30
26
28
27
29
-1
40
43
46
72
40
22
44
-1
23
23
17
48
9
21
38
39
50
3
22
64
37
30
33
18
36
50
36
33
29
45
22
38
26
12
39
26
50
23
53
37
32
34
35
94
33
27
32
14
22
14
38
29
10
33
36
-1
34
34
6
55
37
30
14
60
-1
41
23
52
22
48
24
65
34
41
28
28
32
28
73
39
25
23
30
28
15
-1
38
24
36
88
55
23
35
-1
79
29
30
58
29
16
61
35
24
44
39
25
18
4
35
94
36
24
81
51
-1
28
57
23
33
27
-1
40
29
20
11
39
39
26
68
42
49
13
41
24
11
23
24
13
46
20
38
38
61
36
72
26
32
25
38
23
31
21
20
12
37
44
29
-1
17
18
26
59
26
31
34
32
54
29
-1
30
29
9
32
43
39
40
39
59
21
33
14
36
18
30
41
-1
41
18
18
18
19
37
34
43
38
28
22
26
70
17
29
17
27
27
48
49
31
40
27
51
45
23
28
25
83
49
41
30
40
36
38
77
46
36
25
21
21
-1
31
38
29
79
40
25
28
33
40
27
27
22
10
24
73
19
18
48
32
33
30
-1
55
29
41
46
29
65
32
55
21
48
42
43
27
26
27
21
31
48
26
-1
21
21
31
24
36
30
43
55
26
61
31
57
25
34
51
25
24
31
43
-1
13
28
37
52
23
23
44
69
52
45
35
50
21
17
49
65
21
57
31
25
37
-1
53
30
30
23
13
43
-1
34
26
9
14
7
22
30
32
45
26
8
38
30
16
54
37
49
38
27
49
20
43
36
17
22
24
8
28
37
21
-1
-1
62
28
-1
22
36
21
24
23
59
32
36
15
17
56
58
27
21
21
39
-1
23
28
23
68
-1
-1
33
35
59
81
61
42
36
34
36
31
41
25
-1
39
23
17
34
31
26
60
36
16
45
37
26
33
35
59
69
48
24
28
25
-1
16
21
27
28
-1
30
32
23
36
11
11
25
25
31
80
44
60
27
30
37
59
30
-1
30
27
29
8
28
37
29
59
-1
35
21
-1
27
20
84
39
68
55
42
30
12
36
38
36
63
25
33
35
46
21
23
26
47
-1
37
12
19
39
28
5
34
13
63
54
39
41
39
47
23
29
55
35
38
53
53
3
60
20
38
33
26
61
26
46
41
27
12
18
28
32
46
40
30
56
28
23
33
26
25
52
40
-1
39
67
26
38
46
78
35
38
8
24
23
57
39
23
25
14
29
25
26
37
46
45
49
34
31
79
31
51
23
47
36
17
21
21
32
16
15
45
-1
41
27
30
48
36
28
59
52
18
67
54
20
36
24
41
27
39
52
70
-1
31
55
22
53
29
-1
23
30
18
65
-1
41
67
44
36
59
-1
25
49
50
29
49
25
44
-1
45
31
26
27
27
12
26
24
34
79
30
25
72
61
51
43
56
25
22
19
49
43
33
49
38
-1
47
45
32
24
24
-1
38
-1
40
35
39
51
48
34
34
-1
32
55
44
46
22
20
71
24
41
40
44
27
62
21
23
28
21
58
16
47
7
24
34
13
40
-1
42
27
61
44
37
82
-1
37
41
41
74
26
9
54
18
26
8
16
43
31
57
34
50
44
-1
37
43
51
18
31
-1
46
28
31
25
36
23
-1
29
33
-1
75
30
53
-1
48
12
61
31
22
36
42
5
34
53
37
44
31
66
75
27
40
27
47
40
39
25
60
52
39
25
31
21
27
34
19
28
48
4
47
-1
42
18
25
46
23
60
34
41
35
50
24
41
38
25
31
5
15
45
24
32
25
17
34
39
46
27
22
22
45
67
26
37
28
41
40
60
38
35
17
34
11
4
37
39
34
28
-1
-1
27
40
33
35
35
29
41
47
62
37
23
17
77
35
30
73
36
33
51
27
22
-1
64
29
40
35
20
16
31
41
30
42
33
31
29
14
36
4
70
62
52
23
18
11
39
48
36
27
50
51
35
28
59
24
45
25
36
43
39
35
46
24
26
29
44
22
46
61
30
26
9
-1
70
23
17
31
55
29
28
19
25
30
44
48
41
30
-1
47
18
27
-1
21
32
14
36
37
48
63
-1
57
20
28
31
35
33
19
-1
-1
48
29
27
24
41
25
31
38
12
7
49
29
24
28
23
30
58
29
48
42
23
44
25
28
23
32
31
30
-1
3
24
29
19
30
55
27
59
49
25
26
52
26
25
52
33
38
-1
49
80
-1
47
36
35
26
33
28
29
