date,value,normalized_value,sample_normalized_value,first_difference,second_difference,importance,privacy_budget,perturbed_value
2007-11-20,27771.2109,1.5164285004292797,1.5164285004292797,311.04099999999744,156.78119999999763,0.13817140273587497,0.00016504399477651325,1.5309942667776884
2007-11-21,26618.1895,1.3727232891896664,1.3727232891896664,1153.0213999999978,841.9804000000004,0.5892242761600415,0.0007038209530422834,1.3888575423935139
2007-11-22,26004.9199,1.2962892894262334,1.2962892894262334,613.2695999999996,539.7517999999982,0.3405451563061431,0.00040677688642995057,1.411765617167954
2007-11-23,26541.0898,1.3631140758003826,1.3631140758003826,536.1699000000008,77.09969999999885,0.18112932838003368,0.0002163566941863712,1.207546867583419
2007-11-26,27626.6191,1.4984075034534077,1.4984075034534077,1085.5292999999983,549.3593999999975,0.48286478280858175,0.0005767758820829425,0.38507469959562646
2007-11-27,27210.2109,1.4465090492331238,1.4465090492331238,416.40820000000167,669.1210999999967,0.32061134784089723,0.0003829662040812807,1.9891543260611622
2007-11-28,27371.2402,1.4665787110557642,1.4665787110557642,161.02930000000197,255.3788999999997,0.12298626509114276,0.00014690553972363492,1.2435655652249742
2007-11-29,28482.5391,1.6050838968006693,1.6050838968006693,1111.2989000000016,950.2695999999996,0.6088847675058962,0.000727305161545194,1.4347538672930211
2007-11-30,28643.6094,1.625158668601026,1.625158668601026,161.0702999999994,950.2286000000022,0.32822240558878285,0.0003920575163956459,1.455696524339367
2007-12-03,28658.4199,1.6270045545759646,1.6270045545759646,14.810499999999593,146.2597999999998,0.047572153031832085,5.682433572381047e-05,1.6020782807445795
2007-12-04,28879.5898,1.6545697560538768,1.6545697560538768,221.16990000000078,206.3594000000012,0.12627088473289128,0.00015082897638463383,1.7903604240043154
2007-12-05,29345.4492,1.7126314914951786,1.7126314914951786,465.85939999999755,244.68949999999677,0.20986079374906363,0.00025067606654848257,1.4989569413859507
2007-12-06,29558.9199,1.739237113938065,1.739237113938065,213.47070000000167,252.38869999999588,0.137591689269328,0.00016435153436538497,1.8938140381789093
2007-12-07,28842.4707,1.6499434688865056,1.6499434688865056,716.4491999999991,502.97849999999744,0.36015827347223583,0.00043020450707370687,1.7481688044661774
2007-12-10,28501.0996,1.6073971587862774,1.6073971587862774,341.3711000000003,375.0780999999988,0.21160344881665802,0.0002527576460083301,1.778594840228615
2007-12-11,29226.8398,1.6978487746418716,1.6978487746418716,725.7402000000002,384.3690999999999,0.32787105693389895,0.0003916378348666667,2.0325935612452177
2007-12-12,28521.0606,1.6098849701326703,1.6098849701326703,705.7792000000009,19.96099999999933,0.2143475479697533,0.0002560354377750927,1.793278922426061
2007-12-13,27744.4492,1.5130930933400175,1.5130930933400175,776.6114000000016,70.83220000000074,0.25029267732814153,0.0002989714406280665,1.5441565338751164
2007-12-14,27563.6406,1.4905582660966212,1.4905582660966212,180.8086000000003,595.8028000000013,0.22937236949993617,0.0002739823972547311,1.3502423338560834
2007-12-17,26596.5801,1.3700300318123433,1.3700300318123433,967.0604999999996,786.2518999999993,0.5178412519589833,0.0006185548325564686,1.114209151313341
2007-12-18,26732.8691,1.3870162209105124,1.3870162209105124,136.28900000000067,830.7714999999989,0.28562155839431724,0.00034117134268227094,1.4433407289849405
2007-12-19,27029.2598,1.4239564617013225,1.4239564617013225,296.3906999999999,160.10169999999925,0.13482514349739427,0.00016104693039603222,1.4754382273311808
2007-12-20,27017.0898,1.4224396707546967,1.4224396707546967,12.169999999998254,284.22070000000167,0.08753906671566317,0.0001045643091384026,1.5562937617115096
2007-12-21,27626.9199,1.4984449932411437,1.4984449932411437,609.8300999999992,597.660100000001,0.3566325298881156,0.0004259930509101387,1.3104739285981581
2007-12-24,28128.8008,1.5609962180073338,1.5609962180073338,501.8809000000001,107.94919999999911,0.1801134712024348,0.00021514326562305398,1.58655310636776
2007-12-27,27842.9297,1.5253670728650142,1.5253670728650142,285.8711000000003,216.0097999999998,0.1482306482235006,0.00017705963641321995,1.5724957801991442
2007-12-28,27370.5996,1.4664988707697817,1.4664988707697817,472.3300999999992,186.45899999999892,0.19457352398861216,0.0002324156159738138,1.036339496693582
2007-12-31,27812.6504,1.5215932546143833,1.5215932546143833,442.05079999999725,30.279300000001967,0.13950281211831478,0.00016663434646152037,1.5407287765316355
2008-01-02,27560.5195,1.490169272158781,1.490169272158781,252.1309000000001,189.91989999999714,0.13055981335754477,0.00015595204743629914,1.6205552862444028
2008-01-03,26887.2793,1.4062609204525598,1.4062609204525598,673.2402000000002,421.1093000000001,0.32321639609728875,0.0003860779013088345,1.6668659709502547
2008-01-04,27519.6895,1.4850804821546117,1.4850804821546117,632.4102000000021,40.82999999999811,0.1988416599558166,0.0002375138504588708,1.4860859801252775
2008-01-07,27179.4902,1.4426802177101976,1.4426802177101976,340.1993000000002,292.21090000000186,0.18678250933469262,0.00022310934740894111,1.5242238840893152
2008-01-08,27112.9004,1.4343808910234563,1.4343808910234563,66.58980000000156,273.60949999999866,0.10047794758513656,0.0001200196388546206,1.4389980852453077
2008-01-09,27615.8496,1.4970652618675664,1.4970652618675664,502.94920000000275,436.3594000000012,0.2774250278500524,0.0003313806905100618,1.435443530933802
